user_id,user_name,phone_num,email,password,confirm_pw,notification_type,notification_period,register_date
user_348,user_name_348,,user348@example.com,password123,password123,Email,,2024-01-29
user_349,user_name_349,,user349@example.com,password123,password123,None,Weekly,2024-01-30
user_350,user_name_350,,user350@example.com,password123,password123,SMS,,2024-01-23
user_351,user_name_351,,user351@example.com,password123,password123,App Notifications,Multiple times a day,2024-01-17
user_352,user_name_352,,user352@example.com,password123,password123,SMS,,2024-01-14
user_353,user_name_353,,user353@example.com,password123,password123,SMS,,2024-01-15
user_354,user_name_354,,user354@example.com,password123,password123,Email,,2024-01-25
user_355,user_name_355,9776303529,user355@example.com,password123,password123,None,,2024-01-07
user_356,user_name_356,,user356@example.com,password123,password123,None,Multiple times a day,2024-01-03
user_357,user_name_357,,user357@example.com,password123,password123,App Notifications,Weekly,2024-01-27
user_358,user_name_358,6526942505,user358@example.com,password123,password123,None,,2024-01-05
user_359,user_name_359,,user359@example.com,password123,password123,App Notifications,,2024-01-28
user_360,user_name_360,2048878593,user360@example.com,password123,password123,None,Monthly,2024-01-31
user_361,user_name_361,7927391347,user361@example.com,password123,password123,App Notifications,Monthly,2024-01-31
user_362,user_name_362,,user362@example.com,password123,password123,None,,2024-01-03
user_363,user_name_363,,user363@example.com,password123,password123,SMS,Multiple times a day,2024-01-13
user_364,user_name_364,9969315868,user364@example.com,password123,password123,App Notifications,Multiple times a day,2024-01-24
user_365,user_name_365,,user365@example.com,password123,password123,App Notifications,,2024-01-23
user_366,user_name_366,5988309363,user366@example.com,password123,password123,None,Weekly,2024-01-23
user_367,user_name_367,,user367@example.com,password123,password123,App Notifications,Weekly,2024-01-31
user_368,user_name_368,,user368@example.com,password123,password123,SMS,Monthly,2024-01-09
user_369,user_name_369,,user369@example.com,password123,password123,Email,,2024-01-24
user_370,user_name_370,,user370@example.com,password123,password123,None,,2024-01-08
user_371,user_name_371,,user371@example.com,password123,password123,SMS,Daily,2024-01-13
user_372,user_name_372,7537331527,user372@example.com,password123,password123,App Notifications,Monthly,2024-01-31
user_373,user_name_373,,user373@example.com,password123,password123,App Notifications,Multiple times a day,2024-01-20
user_374,user_name_374,,user374@example.com,password123,password123,App Notifications,Weekly,2024-01-02
user_375,user_name_375,3191455030,user375@example.com,password123,password123,App Notifications,Daily,2024-01-01
user_376,user_name_376,,user376@example.com,password123,password123,None,Daily,2024-01-03
user_377,user_name_377,1830296155,user377@example.com,password123,password123,None,,2024-01-26
user_378,user_name_378,,user378@example.com,password123,password123,None,Weekly,2024-01-18
user_379,user_name_379,4419355198,user379@example.com,password123,password123,SMS,,2024-01-29
user_380,user_name_380,,user380@example.com,password123,password123,SMS,,2024-01-28
user_381,user_name_381,,user381@example.com,password123,password123,None,Weekly,2024-01-08
user_382,user_name_382,,user382@example.com,password123,password123,Email,Multiple times a day,2024-01-23
user_383,user_name_383,5374912282,user383@example.com,password123,password123,App Notifications,,2024-01-16
user_384,user_name_384,,user384@example.com,password123,password123,Email,,2024-01-28
user_385,user_name_385,,user385@example.com,password123,password123,None,,2024-01-31
user_386,user_name_386,4731346710,user386@example.com,password123,password123,SMS,,2024-01-18
user_387,user_name_387,7279618842,user387@example.com,password123,password123,SMS,,2024-01-20
user_388,user_name_388,2338759874,user388@example.com,password123,password123,Email,Daily,2024-01-12
user_389,user_name_389,,user389@example.com,password123,password123,None,,2024-01-14
user_390,user_name_390,9155414024,user390@example.com,password123,password123,App Notifications,,2024-01-30
user_391,user_name_391,9224894831,user391@example.com,password123,password123,None,,2024-01-16
user_392,user_name_392,,user392@example.com,password123,password123,App Notifications,Monthly,2024-01-19
user_393,user_name_393,,user393@example.com,password123,password123,None,Monthly,2024-01-30
user_394,user_name_394,2502808712,user394@example.com,password123,password123,None,,2024-01-13
user_395,user_name_395,,user395@example.com,password123,password123,None,,2024-01-07
user_396,user_name_396,8792547608,user396@example.com,password123,password123,None,Monthly,2024-01-30
user_397,user_name_397,6972042325,user397@example.com,password123,password123,SMS,,2024-01-25
user_398,user_name_398,,user398@example.com,password123,password123,App Notifications,Weekly,2024-01-27
user_399,user_name_399,2599688185,user399@example.com,password123,password123,SMS,,2024-01-22
user_400,user_name_400,5771722318,user400@example.com,password123,password123,None,Multiple times a day,2024-01-04
user_401,user_name_401,1318359430,user401@example.com,password123,password123,None,,2024-01-26
user_402,user_name_402,3791666851,user402@example.com,password123,password123,SMS,Monthly,2024-01-31
user_403,user_name_403,,user403@example.com,password123,password123,None,Daily,2024-01-27
user_404,user_name_404,4149484411,user404@example.com,password123,password123,Email,,2024-01-27
user_405,user_name_405,,user405@example.com,password123,password123,App Notifications,Multiple times a day,2024-01-12
user_406,user_name_406,2558202715,user406@example.com,password123,password123,SMS,,2024-01-17
user_407,user_name_407,3195789090,user407@example.com,password123,password123,SMS,Weekly,2024-01-10
user_408,user_name_408,7032656842,user408@example.com,password123,password123,App Notifications,Monthly,2024-01-03
user_409,user_name_409,8395422220,user409@example.com,password123,password123,None,Multiple times a day,2024-01-29
user_410,user_name_410,,user410@example.com,password123,password123,Email,,2024-01-03
user_411,user_name_411,5609417350,user411@example.com,password123,password123,Email,Daily,2024-01-29
user_412,user_name_412,4909775746,user412@example.com,password123,password123,None,Monthly,2024-01-10
user_413,user_name_413,6463346186,user413@example.com,password123,password123,None,,2024-01-11
user_414,user_name_414,9672613785,user414@example.com,password123,password123,Email,Monthly,2024-01-03
user_415,user_name_415,9479889411,user415@example.com,password123,password123,None,Monthly,2024-01-05
user_416,user_name_416,1155329200,user416@example.com,password123,password123,None,Daily,2024-01-22
user_417,user_name_417,,user417@example.com,password123,password123,App Notifications,,2024-01-22
user_418,user_name_418,7893130272,user418@example.com,password123,password123,SMS,,2024-01-24
user_419,user_name_419,,user419@example.com,password123,password123,App Notifications,,2024-01-30
user_420,user_name_420,8644811051,user420@example.com,password123,password123,SMS,,2024-01-26
user_421,user_name_421,,user421@example.com,password123,password123,None,Weekly,2024-01-15
user_422,user_name_422,4964020185,user422@example.com,password123,password123,None,Weekly,2024-01-24
user_423,user_name_423,,user423@example.com,password123,password123,SMS,,2024-01-17
user_424,user_name_424,,user424@example.com,password123,password123,Email,Weekly,2024-01-20
user_425,user_name_425,,user425@example.com,password123,password123,None,,2024-01-18
user_426,user_name_426,9686484774,user426@example.com,password123,password123,Email,Daily,2024-01-09
user_427,user_name_427,,user427@example.com,password123,password123,SMS,Daily,2024-01-15
user_428,user_name_428,,user428@example.com,password123,password123,None,,2024-01-25
user_429,user_name_429,9894855978,user429@example.com,password123,password123,SMS,Weekly,2024-01-17
user_430,user_name_430,,user430@example.com,password123,password123,App Notifications,,2024-01-25
user_431,user_name_431,5768388311,user431@example.com,password123,password123,Email,Multiple times a day,2024-01-19
user_432,user_name_432,,user432@example.com,password123,password123,SMS,,2024-01-14
user_433,user_name_433,,user433@example.com,password123,password123,Email,,2024-01-21
user_434,user_name_434,,user434@example.com,password123,password123,None,,2024-01-21
user_435,user_name_435,4441976120,user435@example.com,password123,password123,SMS,Monthly,2024-01-22
user_436,user_name_436,6902496402,user436@example.com,password123,password123,SMS,Monthly,2024-01-21
user_437,user_name_437,6523845430,user437@example.com,password123,password123,SMS,Multiple times a day,2024-01-30
user_438,user_name_438,9347690128,user438@example.com,password123,password123,Email,Weekly,2024-01-22
user_439,user_name_439,9832536291,user439@example.com,password123,password123,Email,,2024-01-07
user_440,user_name_440,,user440@example.com,password123,password123,None,Daily,2024-01-15
user_441,user_name_441,7424393133,user441@example.com,password123,password123,App Notifications,Weekly,2024-01-11
user_442,user_name_442,2540613212,user442@example.com,password123,password123,None,Multiple times a day,2024-01-28
user_443,user_name_443,,user443@example.com,password123,password123,Email,Weekly,2024-01-09
user_444,user_name_444,,user444@example.com,password123,password123,App Notifications,,2024-01-23
user_445,user_name_445,,user445@example.com,password123,password123,App Notifications,,2024-01-11
user_446,user_name_446,,user446@example.com,password123,password123,SMS,Multiple times a day,2024-01-08
user_447,user_name_447,,user447@example.com,password123,password123,None,,2024-01-11
user_448,user_name_448,,user448@example.com,password123,password123,SMS,Weekly,2024-01-15
user_449,user_name_449,,user449@example.com,password123,password123,None,,2024-01-16
user_450,user_name_450,,user450@example.com,password123,password123,Email,Daily,2024-01-16
user_451,user_name_451,,user451@example.com,password123,password123,None,,2024-01-29
user_452,user_name_452,8308298381,user452@example.com,password123,password123,SMS,Multiple times a day,2024-01-08
user_453,user_name_453,,user453@example.com,password123,password123,SMS,Multiple times a day,2024-01-23
user_454,user_name_454,,user454@example.com,password123,password123,Email,,2024-01-16
user_455,user_name_455,,user455@example.com,password123,password123,App Notifications,,2024-01-14
user_456,user_name_456,1457869562,user456@example.com,password123,password123,None,,2024-01-27
user_457,user_name_457,,user457@example.com,password123,password123,Email,Daily,2024-01-13
user_458,user_name_458,,user458@example.com,password123,password123,SMS,,2024-01-25
user_459,user_name_459,,user459@example.com,password123,password123,SMS,,2024-01-18
user_460,user_name_460,7532710260,user460@example.com,password123,password123,Email,,2024-01-06
user_461,user_name_461,,user461@example.com,password123,password123,App Notifications,,2024-01-17
user_462,user_name_462,,user462@example.com,password123,password123,Email,Daily,2024-01-07
user_463,user_name_463,,user463@example.com,password123,password123,Email,,2024-01-02
user_464,user_name_464,4802795549,user464@example.com,password123,password123,SMS,Monthly,2024-01-03
user_465,user_name_465,2637726175,user465@example.com,password123,password123,None,Multiple times a day,2024-01-06
user_466,user_name_466,3950250194,user466@example.com,password123,password123,Email,,2024-01-30
user_467,user_name_467,,user467@example.com,password123,password123,Email,,2024-01-25
user_468,user_name_468,7609462054,user468@example.com,password123,password123,None,Daily,2024-01-13
user_469,user_name_469,,user469@example.com,password123,password123,SMS,,2024-01-16
user_470,user_name_470,,user470@example.com,password123,password123,SMS,,2024-01-02
user_471,user_name_471,7821688927,user471@example.com,password123,password123,App Notifications,Daily,2024-01-15
user_472,user_name_472,2471050023,user472@example.com,password123,password123,SMS,Daily,2024-01-06
user_473,user_name_473,,user473@example.com,password123,password123,SMS,Monthly,2024-01-03
user_474,user_name_474,5603610469,user474@example.com,password123,password123,SMS,,2024-01-08
user_475,user_name_475,1848458197,user475@example.com,password123,password123,SMS,Daily,2024-01-07
user_476,user_name_476,9497387074,user476@example.com,password123,password123,None,Daily,2024-01-29
user_477,user_name_477,3081132298,user477@example.com,password123,password123,Email,Multiple times a day,2024-01-28
user_478,user_name_478,7701679638,user478@example.com,password123,password123,App Notifications,,2024-01-01
user_479,user_name_479,,user479@example.com,password123,password123,Email,Daily,2024-01-06
user_480,user_name_480,2850955222,user480@example.com,password123,password123,App Notifications,Monthly,2024-01-15
user_481,user_name_481,1848446118,user481@example.com,password123,password123,Email,,2024-01-09
user_482,user_name_482,,user482@example.com,password123,password123,SMS,Multiple times a day,2024-01-29
user_483,user_name_483,,user483@example.com,password123,password123,None,Multiple times a day,2024-01-28
user_484,user_name_484,,user484@example.com,password123,password123,SMS,,2024-01-23
user_485,user_name_485,2876551054,user485@example.com,password123,password123,App Notifications,Daily,2024-01-19
user_486,user_name_486,,user486@example.com,password123,password123,SMS,,2024-01-13
user_487,user_name_487,,user487@example.com,password123,password123,Email,Weekly,2024-01-21
user_488,user_name_488,,user488@example.com,password123,password123,None,Multiple times a day,2024-01-12
user_489,user_name_489,4536589875,user489@example.com,password123,password123,SMS,,2024-01-30
user_490,user_name_490,,user490@example.com,password123,password123,None,,2024-01-08
user_491,user_name_491,7131484965,user491@example.com,password123,password123,Email,,2024-01-16
user_492,user_name_492,5268437420,user492@example.com,password123,password123,App Notifications,Multiple times a day,2024-01-13
user_493,user_name_493,,user493@example.com,password123,password123,None,Weekly,2024-01-31
user_494,user_name_494,7353945103,user494@example.com,password123,password123,App Notifications,Daily,2024-01-04
user_495,user_name_495,,user495@example.com,password123,password123,SMS,Weekly,2024-01-14
user_496,user_name_496,,user496@example.com,password123,password123,SMS,,2024-01-18
user_497,user_name_497,6249741899,user497@example.com,password123,password123,SMS,Weekly,2024-01-17
user_498,user_name_498,7052551503,user498@example.com,password123,password123,Email,,2024-01-21
user_499,user_name_499,,user499@example.com,password123,password123,SMS,Monthly,2024-01-21
user_500,user_name_500,,user500@example.com,password123,password123,None,Daily,2024-01-29
